"trialType","block","condition","color","word","rt","response","correct","stim_onset_ms","resp_time_ms"
"stroop_trial","practice","practice","blue","lamp",NA,"","",2271,2803
"stroop_trial","practice","practice","red","chair",744,"r","true",4402,5146
"stroop_trial","practice","practice","green","door",578,"g","true",6444,7022
"stroop_trial","practice","practice","red","pencil",643,"r","true",8175,8818
"stroop_trial","practice","practice","green","ceiling",NA,"","",10350,10646
"stroop_trial","practice","practice","blue","paper",539,"b","true",12352,12891
"stroop_trial","practice","practice","red","paper",NA,"","",14325,14948
"stroop_trial","practice","practice","red","floor",474,"r","true",16344,16818
"stroop_trial","practice","practice","red","lamp",NA,"r","true",18357,18808
"stroop_trial","practice","practice","green","ceiling",468,"g","true",20194,20662
"stroop_trial","practice","practice","red","paper",381,"r","true",22266,22647
"stroop_trial","practice","practice","green","pencil",547,"g","true",24323,24870
"stroop_trial","test","neutral","blue","pencil",680,"b","true",26368,27048
"stroop_trial","test","positive","blue","peace",561,"r","false",28306,28867
"stroop_trial","test","neutral","blue","lamp",391,"b","true",30152,30543
"stroop_trial","test","negative","blue","pain",620,"b","true",32303,32923
"stroop_trial","test","neutral","blue","floor",619,"r","false",34400,35019
"stroop_trial","test","negative","red","suffer",764,"g","false",36158,36922
"stroop_trial","test","negative","red","sad",727,"b","false",38206,38933
"stroop_trial","test","neutral","blue","table",865,"b","true",40393,41258
"stroop_trial","test","neutral","red","ceiling",554,"r","true",42364,42918
"stroop_trial","test","neutral","blue","chair",578,"b","true",44360,44938
"stroop_trial","test","negative","green","harsh",744,"r","false",46303,47047
"stroop_trial","test","negative","red","pain",567,"r","true",48384,48951
"stroop_trial","test","positive","red","kind",516,"r","true",50224,50740
"stroop_trial","test","neutral","red","pencil",492,"r","true",52321,52813
"stroop_trial","test","neutral","green","lamp",670,"g","true",54429,55099
"stroop_trial","test","negative","red","harsh",749,"r","true",56259,57008
"stroop_trial","test","neutral","green","door",595,"g","true",58192,58787
"stroop_trial","test","positive","green","peace",555,"b","false",60331,60886
"stroop_trial","test","neutral","red","door",NA,"","",62351,63020
"stroop_trial","test","neutral","red","floor",416,"r","true",64388,64804
"stroop_trial","test","neutral","blue","lamp",474,"b","true",66166,66640
"stroop_trial","test","neutral","green","chair",NA,"g","true",68299,68994
"stroop_trial","test","negative","green","sad",452,"r","false",70321,70773
"stroop_trial","test","positive","blue","friend",732,"r","false",72195,72927
"stroop_trial","test","positive","red","smile",NA,"r","true",74288,75073
"stroop_trial","test","positive","red","happy",571,"r","true",76245,76816
"stroop_trial","test","negative","green","grim",351,"g","true",78376,78727
"stroop_trial","test","neutral","red","floor",440,"r","true",80358,80798
"stroop_trial","test","positive","red","love",578,"r","true",82425,83003
"stroop_trial","test","positive","red","smile",554,"r","true",84273,84827
"stroop_trial","test","neutral","green","table",657,"g","true",86211,86868
"stroop_trial","test","neutral","blue","pencil",NA,"","",88260,89013
"stroop_trial","test","neutral","red","ceiling",469,"r","true",90171,90640
"stroop_trial","test","positive","blue","beauty",489,"b","true",92342,92831
"stroop_trial","test","neutral","red","door",564,"g","false",94244,94808
"stroop_trial","test","neutral","green","ceiling",466,"g","true",96349,96815
"stroop_trial","test","neutral","blue","floor",515,"g","false",98288,98803
"stroop_trial","test","negative","green","pain",375,"g","true",100320,100695
"stroop_trial","test","negative","red","suffer",781,"g","false",102227,103008
"stroop_trial","test","negative","green","suffer",496,"r","false",104335,104831
"stroop_trial","test","neutral","red","bottle",513,"r","true",106235,106748
"stroop_trial","test","positive","blue","laugh",443,"b","true",108264,108707
"stroop_trial","test","positive","green","trust",489,"g","true",110329,110818
"stroop_trial","test","neutral","red","table",627,"b","false",112351,112978
"stroop_trial","test","positive","green","trust",585,"r","false",114307,114892
"stroop_trial","test","neutral","green","paper",531,"b","false",116405,116936
"stroop_trial","test","neutral","red","floor",655,"r","true",118313,118968
"stroop_trial","test","negative","red","fear",686,"r","true",120409,121095
"es_questionnaire","questionnaire",NA,NA,NA,NA,"{""q1"": 3, ""q2"": 1, ""q3"": 2, ""q4"": 0, ""q5"": 3, ""q6"": 2, ""q7"": 2, ""q8"": 2, ""q9"": 2}","",NA,NA
