"trialType","block","condition","color","word","rt","response","correct","stim_onset_ms","resp_time_ms"
"stroop_trial","practice","practice","blue","paper",339,"b","true",1458,1797
"stroop_trial","practice","practice","blue","pencil",607,"b","true",3437,4044
"stroop_trial","practice","practice","blue","window",607,"b","true",5624,6231
"stroop_trial","practice","practice","green","pencil",467,"g","true",7526,7993
"stroop_trial","practice","practice","green","lamp",244,"r","false",9543,9787
"stroop_trial","practice","practice","blue","paper",759,"b","true",11638,12397
"stroop_trial","practice","practice","red","bottle",650,"r","true",13629,14279
"stroop_trial","practice","practice","green","table",442,"b","false",15491,15933
"stroop_trial","practice","practice","blue","floor",579,"r","false",17441,18020
"stroop_trial","practice","practice","blue","table",NA,"b","true",19480,19806
"stroop_trial","practice","practice","green","pencil",NA,"","",21433,21886
"stroop_trial","practice","practice","green","window",656,"b","false",23493,24149
"stroop_trial","test","neutral","green","ceiling",522,"g","true",25640,26162
"stroop_trial","test","neutral","blue","pencil",552,"r","false",27562,28114
"stroop_trial","test","negative","blue","grim",616,"r","false",29531,30147
"stroop_trial","test","negative","green","harsh",719,"g","true",31710,32429
"stroop_trial","test","neutral","green","pencil",577,"r","false",33575,34152
"stroop_trial","test","neutral","blue","door",530,"b","true",35699,36229
"stroop_trial","test","positive","blue","trust",485,"b","true",37490,37975
"stroop_trial","test","neutral","red","window",491,"r","true",39570,40061
"stroop_trial","test","neutral","blue","paper",644,"b","true",41544,42188
"stroop_trial","test","negative","green","anger",718,"g","true",43578,44296
"stroop_trial","test","neutral","red","pencil",669,"g","false",45692,46361
"stroop_trial","test","positive","blue","beauty",445,"b","true",47521,47966
"stroop_trial","test","neutral","green","floor",663,"b","false",49489,50152
"stroop_trial","test","neutral","red","table",440,"r","true",51530,51970
"stroop_trial","test","negative","red","hate",477,"g","false",53612,54089
"stroop_trial","test","negative","red","bully",697,"r","true",55428,56125
"stroop_trial","test","neutral","red","window",502,"r","true",57579,58081
"stroop_trial","test","negative","red","harsh",833,"r","true",59606,60439
"stroop_trial","test","neutral","blue","table",NA,"b","true",61491,62101
"stroop_trial","test","positive","green","trust",665,"g","true",63561,64226
"stroop_trial","test","neutral","red","ceiling",213,"r","true",65526,65739
"stroop_trial","test","neutral","green","ceiling",557,"b","false",67691,68248
"stroop_trial","test","negative","blue","harsh",763,"b","true",69459,70222
"stroop_trial","test","negative","blue","anger",769,"b","true",71513,72282
"stroop_trial","test","positive","green","trust",NA,"","",73649,74163
"stroop_trial","test","neutral","blue","chair",NA,"","",75488,76099
"stroop_trial","test","negative","green","hate",766,"r","false",77506,78272
"stroop_trial","test","positive","red","love",702,"r","true",79632,80334
"stroop_trial","test","positive","green","joy",658,"g","true",81582,82240
"stroop_trial","test","neutral","red","paper",461,"r","true",83617,84078
"stroop_trial","test","neutral","green","table",690,"g","true",85470,86160
"stroop_trial","test","positive","blue","love",561,"r","false",87431,87992
"stroop_trial","test","negative","green","fear",454,"b","false",89592,90046
"stroop_trial","test","negative","green","fear",512,"b","false",91474,91986
"stroop_trial","test","positive","blue","smile",562,"b","true",93519,94081
"stroop_trial","test","positive","blue","laugh",540,"b","true",95680,96220
"stroop_trial","test","neutral","red","lamp",481,"r","true",97681,98162
"stroop_trial","test","neutral","green","table",624,"r","false",99449,100073
"stroop_trial","test","neutral","blue","paper",543,"b","true",101560,102103
"stroop_trial","test","positive","blue","smile",567,"b","true",103662,104229
"stroop_trial","test","neutral","green","chair",518,"g","true",105590,106108
"stroop_trial","test","neutral","blue","bottle",515,"b","true",107421,107936
"stroop_trial","test","neutral","green","window",NA,"r","false",109666,110136
"stroop_trial","test","neutral","red","paper",585,"r","true",111459,112044
"stroop_trial","test","negative","green","hate",446,"g","true",113514,113960
"stroop_trial","test","positive","green","trust",581,"g","true",115660,116241
"stroop_trial","test","neutral","blue","bottle",NA,"","",117555,117988
"stroop_trial","test","positive","green","joy",543,"g","true",119567,120110
"es_questionnaire","questionnaire",NA,NA,NA,NA,"{""q1"": 2, ""q2"": 1, ""q3"": 1, ""q4"": 1, ""q5"": 1, ""q6"": 4, ""q7"": 4, ""q8"": 2, ""q9"": 0}","",NA,NA
