"trialType","block","condition","color","word","rt","response","correct","stim_onset_ms","resp_time_ms"
"stroop_trial","practice","practice","green","door",497,"g","true",1596,2093
"stroop_trial","practice","practice","blue","bottle",NA,"","",3844,4210
"stroop_trial","practice","practice","green","door",497,"g","true",5578,6075
"stroop_trial","practice","practice","red","chair",460,"r","true",7724,8184
"stroop_trial","practice","practice","blue","bottle",NA,"","",9644,10163
"stroop_trial","practice","practice","red","bottle",576,"r","true",11776,12352
"stroop_trial","practice","practice","blue","table",357,"b","true",13743,14100
"stroop_trial","practice","practice","blue","door",479,"b","true",15556,16035
"stroop_trial","practice","practice","blue","door",592,"r","false",17573,18165
"stroop_trial","practice","practice","blue","door",NA,"","",19658,20263
"stroop_trial","practice","practice","green","lamp",381,"r","false",21748,22129
"stroop_trial","practice","practice","green","table",NA,"r","false",23844,24399
"stroop_trial","test","positive","green","trust",673,"g","true",25568,26241
"stroop_trial","test","neutral","blue","paper",601,"g","false",27771,28372
"stroop_trial","test","negative","blue","suffer",644,"r","false",29573,30217
"stroop_trial","test","positive","blue","trust",630,"b","true",31668,32298
"stroop_trial","test","neutral","blue","table",423,"b","true",33673,34096
"stroop_trial","test","negative","blue","sad",631,"g","false",35660,36291
"stroop_trial","test","neutral","green","table",701,"g","true",37568,38269
"stroop_trial","test","positive","red","joy",570,"b","false",39627,40197
"stroop_trial","test","neutral","red","table",550,"r","true",41846,42396
"stroop_trial","test","negative","blue","harsh",NA,"","",43634,44157
"stroop_trial","test","neutral","green","ceiling",548,"g","true",45707,46255
"stroop_trial","test","neutral","blue","pencil",612,"g","false",47549,48161
"stroop_trial","test","negative","blue","harsh",501,"g","false",49779,50280
"stroop_trial","test","negative","blue","hate",623,"b","true",51701,52324
"stroop_trial","test","positive","red","laugh",372,"r","true",53760,54132
"stroop_trial","test","neutral","red","chair",791,"b","false",55675,56466
"stroop_trial","test","neutral","green","pencil",606,"r","false",57799,58405
"stroop_trial","test","neutral","red","door",550,"r","true",59580,60130
"stroop_trial","test","positive","red","love",549,"r","true",61670,62219
"stroop_trial","test","neutral","blue","table",502,"b","true",63745,64247
"stroop_trial","test","neutral","green","ceiling",606,"g","true",65845,66451
"stroop_trial","test","negative","blue","mean",461,"g","false",67659,68120
"stroop_trial","test","positive","blue","kind",796,"r","false",69757,70553
"stroop_trial","test","negative","red","fear",426,"r","true",71704,72130
"stroop_trial","test","positive","green","beauty",NA,"g","true",73750,74390
"stroop_trial","test","neutral","green","window",NA,"","",75794,76124
"stroop_trial","test","neutral","green","door",482,"g","true",77557,78039
"stroop_trial","test","neutral","green","table",555,"b","false",79670,80225
"stroop_trial","test","neutral","green","paper",NA,"","",81590,82371
"stroop_trial","test","negative","blue","hate",676,"b","true",83634,84310
"stroop_trial","test","neutral","green","bottle",595,"g","true",85633,86228
"stroop_trial","test","negative","green","harsh",508,"r","false",87729,88237
"stroop_trial","test","neutral","red","pencil",517,"b","false",89740,90257
"stroop_trial","test","positive","blue","joy",682,"b","true",91641,92323
"stroop_trial","test","positive","green","peace",689,"g","true",93549,94238
"stroop_trial","test","neutral","green","window",398,"r","false",95694,96092
"stroop_trial","test","negative","red","sad",726,"b","false",97748,98474
"stroop_trial","test","positive","red","joy",502,"g","false",99833,100335
"stroop_trial","test","positive","blue","trust",NA,"","",101731,102293
"stroop_trial","test","neutral","red","floor",439,"r","true",103604,104043
"stroop_trial","test","neutral","red","ceiling",702,"r","true",105717,106419
"stroop_trial","test","neutral","green","lamp",574,"g","true",107819,108393
"stroop_trial","test","negative","red","harsh",612,"r","true",109743,110355
"stroop_trial","test","neutral","green","window",347,"r","false",111717,112064
"stroop_trial","test","negative","blue","suffer",673,"b","true",113752,114425
"stroop_trial","test","neutral","green","door",609,"g","true",115579,116188
"stroop_trial","test","positive","red","friend",571,"g","false",117609,118180
"stroop_trial","test","neutral","blue","bottle",560,"g","false",119762,120322
"es_questionnaire","questionnaire",NA,NA,NA,NA,"{""q1"": 3, ""q2"": 4, ""q3"": 3, ""q4"": 2, ""q5"": 2, ""q6"": 3, ""q7"": 2, ""q8"": 4, ""q9"": 2}","",NA,NA
