"trialType","block","condition","color","word","rt","response","correct","stim_onset_ms","resp_time_ms"
"stroop_trial","practice","practice","red","ceiling",646,"r","true",2686,3332
"stroop_trial","practice","practice","red","floor",213,"r","true",4544,4757
"stroop_trial","practice","practice","red","chair",518,"r","true",6634,7152
"stroop_trial","practice","practice","green","bottle",497,"g","true",8721,9218
"stroop_trial","practice","practice","blue","paper",409,"b","true",10672,11081
"stroop_trial","practice","practice","red","chair",472,"r","true",12542,13014
"stroop_trial","practice","practice","green","window",491,"g","true",14609,15100
"stroop_trial","practice","practice","blue","window",664,"b","true",16630,17294
"stroop_trial","practice","practice","green","floor",708,"g","true",18686,19394
"stroop_trial","practice","practice","red","ceiling",316,"r","true",20459,20775
"stroop_trial","practice","practice","blue","pencil",311,"r","false",22654,22965
"stroop_trial","practice","practice","blue","ceiling",638,"b","true",24570,25208
"stroop_trial","test","negative","red","bully",881,"r","true",26651,27532
"stroop_trial","test","negative","red","grim",842,"b","false",28464,29306
"stroop_trial","test","neutral","red","lamp",459,"r","true",30636,31095
"stroop_trial","test","neutral","blue","chair",634,"b","true",32461,33095
"stroop_trial","test","negative","red","harsh",582,"b","false",34681,35263
"stroop_trial","test","neutral","red","door",557,"r","true",36476,37033
"stroop_trial","test","positive","blue","peace",645,"b","true",38475,39120
"stroop_trial","test","positive","green","smile",514,"r","false",40575,41089
"stroop_trial","test","neutral","red","table",671,"r","true",42543,43214
"stroop_trial","test","neutral","blue","chair",633,"b","true",44476,45109
"stroop_trial","test","positive","green","friend",359,"b","false",46617,46976
"stroop_trial","test","neutral","red","chair",615,"r","true",48629,49244
"stroop_trial","test","neutral","green","lamp",620,"b","false",50583,51203
"stroop_trial","test","neutral","green","floor",699,"r","false",52615,53314
"stroop_trial","test","positive","blue","friend",723,"b","true",54466,55189
"stroop_trial","test","neutral","blue","pencil",520,"r","false",56578,57098
"stroop_trial","test","negative","red","pain",489,"r","true",58606,59095
"stroop_trial","test","positive","blue","peace",489,"b","true",60585,61074
"stroop_trial","test","negative","green","harsh",NA,"","",62596,63200
"stroop_trial","test","positive","green","peace",533,"b","false",64445,64978
"stroop_trial","test","negative","green","pain",606,"g","true",66477,67083
"stroop_trial","test","neutral","blue","door",673,"b","true",68456,69129
"stroop_trial","test","positive","red","laugh",870,"r","true",70563,71433
"stroop_trial","test","negative","red","hate",601,"r","true",72498,73099
"stroop_trial","test","negative","blue","harsh",620,"b","true",74687,75307
"stroop_trial","test","neutral","green","chair",756,"g","true",76682,77438
"stroop_trial","test","neutral","green","chair",482,"g","true",78641,79123
"stroop_trial","test","neutral","red","window",537,"r","true",80572,81109
"stroop_trial","test","positive","green","friend",677,"g","true",82664,83341
"stroop_trial","test","positive","red","smile",715,"r","true",84696,85411
"stroop_trial","test","neutral","blue","ceiling",591,"g","false",86511,87102
"stroop_trial","test","neutral","red","window",672,"r","true",88698,89370
"stroop_trial","test","neutral","red","ceiling",470,"g","false",90537,91007
"stroop_trial","test","neutral","red","chair",548,"r","true",92448,92996
"stroop_trial","test","neutral","blue","window",567,"b","true",94599,95166
"stroop_trial","test","neutral","blue","floor",NA,"r","false",96521,97151
"stroop_trial","test","positive","green","love",292,"g","true",98564,98856
"stroop_trial","test","negative","blue","sad",422,"b","true",100611,101033
"stroop_trial","test","neutral","red","window",667,"r","true",102607,103274
"stroop_trial","test","negative","red","anger",347,"r","true",104679,105026
"stroop_trial","test","negative","green","anger",653,"r","false",106629,107282
"stroop_trial","test","positive","green","happy",693,"g","true",108484,109177
"stroop_trial","test","neutral","blue","table",388,"g","false",110706,111094
"stroop_trial","test","negative","red","bully",388,"g","false",112545,112933
"stroop_trial","test","neutral","red","paper",533,"r","true",114644,115177
"stroop_trial","test","neutral","blue","window",537,"b","true",116525,117062
"stroop_trial","test","neutral","blue","ceiling",584,"b","true",118570,119154
"stroop_trial","test","positive","blue","friend",575,"b","true",120652,121227
"es_questionnaire","questionnaire",NA,NA,NA,NA,"{""q1"": 3, ""q2"": 2, ""q3"": 2, ""q4"": 3, ""q5"": 2, ""q6"": 2, ""q7"": 0, ""q8"": 2, ""q9"": 2}","",NA,NA
