"trialType","block","condition","color","word","rt","response","correct","stim_onset_ms","resp_time_ms"
"stroop_trial","practice","practice","blue","ceiling",658,"g","false",2909,3567
"stroop_trial","practice","practice","red","chair",672,"g","false",4681,5353
"stroop_trial","practice","practice","green","chair",545,"g","true",6823,7368
"stroop_trial","practice","practice","red","lamp",285,"r","true",8946,9231
"stroop_trial","practice","practice","red","lamp",599,"r","true",10897,11496
"stroop_trial","practice","practice","red","door",543,"r","true",12951,13494
"stroop_trial","practice","practice","green","bottle",522,"g","true",14807,15329
"stroop_trial","practice","practice","green","lamp",431,"g","true",16850,17281
"stroop_trial","practice","practice","green","floor",602,"b","false",18932,19534
"stroop_trial","practice","practice","red","ceiling",573,"r","true",20936,21509
"stroop_trial","practice","practice","green","lamp",431,"g","true",22805,23236
"stroop_trial","practice","practice","red","paper",582,"r","true",24732,25314
"stroop_trial","test","negative","red","hate",778,"g","false",26794,27572
"stroop_trial","test","neutral","blue","chair",532,"b","true",28669,29201
"stroop_trial","test","positive","red","friend",477,"g","false",30950,31427
"stroop_trial","test","neutral","blue","floor",606,"r","false",32908,33514
"stroop_trial","test","neutral","green","window",483,"r","false",34716,35199
"stroop_trial","test","neutral","green","paper",566,"g","true",36850,37416
"stroop_trial","test","neutral","blue","chair",442,"b","true",38742,39184
"stroop_trial","test","neutral","blue","floor",697,"r","false",40781,41478
"stroop_trial","test","negative","blue","suffer",785,"b","true",42870,43655
"stroop_trial","test","positive","red","friend",644,"r","true",44711,45355
"stroop_trial","test","negative","green","grim",952,"r","false",46679,47631
"stroop_trial","test","negative","red","anger",576,"r","true",48733,49309
"stroop_trial","test","positive","green","friend",653,"b","false",50727,51380
"stroop_trial","test","neutral","blue","table",807,"b","true",52695,53502
"stroop_trial","test","neutral","red","chair",774,"g","false",54943,55717
"stroop_trial","test","neutral","green","paper",389,"g","true",56921,57310
"stroop_trial","test","neutral","red","chair",544,"g","false",58769,59313
"stroop_trial","test","neutral","green","paper",534,"g","true",60949,61483
"stroop_trial","test","positive","green","love",515,"g","true",62758,63273
"stroop_trial","test","negative","red","pain",399,"b","false",64797,65196
"stroop_trial","test","negative","red","anger",350,"r","true",66852,67202
"stroop_trial","test","positive","green","trust",576,"g","true",68741,69317
"stroop_trial","test","neutral","red","floor",689,"r","true",70755,71444
"stroop_trial","test","neutral","blue","bottle",629,"b","true",72747,73376
"stroop_trial","test","neutral","red","ceiling",406,"r","true",74935,75341
"stroop_trial","test","positive","blue","trust",523,"b","true",76679,77202
"stroop_trial","test","neutral","red","ceiling",397,"b","false",78844,79241
"stroop_trial","test","neutral","red","bottle",838,"b","false",80789,81627
"stroop_trial","test","neutral","red","door",512,"r","true",82891,83403
"stroop_trial","test","positive","red","smile",620,"b","false",84920,85540
"stroop_trial","test","positive","red","trust",430,"g","false",86774,87204
"stroop_trial","test","neutral","blue","table",675,"b","true",88841,89516
"stroop_trial","test","positive","blue","trust",619,"b","true",90864,91483
"stroop_trial","test","neutral","green","chair",778,"g","true",92900,93678
"stroop_trial","test","negative","blue","sad",665,"g","false",94773,95438
"stroop_trial","test","negative","red","pain",674,"r","true",96830,97504
"stroop_trial","test","negative","red","sad",399,"b","false",98678,99077
"stroop_trial","test","neutral","blue","chair",605,"b","true",100720,101325
"stroop_trial","test","neutral","red","ceiling",NA,"r","true",102672,103343
"stroop_trial","test","positive","blue","trust",742,"g","false",104698,105440
"stroop_trial","test","neutral","green","lamp",433,"g","true",106870,107303
"stroop_trial","test","neutral","green","table",NA,"","",108844,109406
"stroop_trial","test","neutral","green","lamp",560,"g","true",110695,111255
"stroop_trial","test","negative","blue","sad",494,"b","true",112781,113275
"stroop_trial","test","negative","blue","hate",489,"r","false",114953,115442
"stroop_trial","test","positive","blue","laugh",717,"b","true",116857,117574
"stroop_trial","test","positive","blue","laugh",481,"b","true",118874,119355
"stroop_trial","test","negative","blue","bully",674,"b","true",120857,121531
"es_questionnaire","questionnaire",NA,NA,NA,NA,"{""q1"": 2, ""q2"": 4, ""q3"": 2, ""q4"": 2, ""q5"": 0, ""q6"": 3, ""q7"": 2, ""q8"": 2, ""q9"": 1}","",NA,NA
