"trialType","block","condition","color","word","rt","response","correct","stim_onset_ms","resp_time_ms"
"stroop_trial","practice","practice","red","chair",528,"r","true",1604,2132
"stroop_trial","practice","practice","red","bottle",578,"r","true",3514,4092
"stroop_trial","practice","practice","blue","pencil",540,"b","true",5776,6316
"stroop_trial","practice","practice","red","window",459,"r","true",7787,8246
"stroop_trial","practice","practice","red","ceiling",654,"r","true",9703,10357
"stroop_trial","practice","practice","blue","lamp",419,"b","true",11626,12045
"stroop_trial","practice","practice","green","floor",596,"g","true",13513,14109
"stroop_trial","practice","practice","blue","paper",455,"b","true",15570,16025
"stroop_trial","practice","practice","red","door",565,"r","true",17731,18296
"stroop_trial","practice","practice","green","pencil",330,"g","true",19501,19831
"stroop_trial","practice","practice","blue","door",620,"b","true",21737,22357
"stroop_trial","practice","practice","blue","bottle",458,"r","false",23545,24003
"stroop_trial","test","neutral","red","chair",482,"r","true",25541,26023
"stroop_trial","test","negative","red","harsh",535,"r","true",27587,28122
"stroop_trial","test","positive","red","laugh",503,"r","true",29565,30068
"stroop_trial","test","negative","green","harsh",481,"g","true",31762,32243
"stroop_trial","test","neutral","red","bottle",453,"r","true",33575,34028
"stroop_trial","test","neutral","blue","chair",516,"b","true",35754,36270
"stroop_trial","test","neutral","red","window",668,"b","false",37657,38325
"stroop_trial","test","neutral","blue","door",594,"r","false",39546,40140
"stroop_trial","test","neutral","blue","paper",507,"r","false",41753,42260
"stroop_trial","test","neutral","green","bottle",599,"g","true",43687,44286
"stroop_trial","test","positive","red","friend",711,"b","false",45493,46204
"stroop_trial","test","neutral","green","paper",619,"b","false",47528,48147
"stroop_trial","test","neutral","green","chair",460,"g","true",49507,49967
"stroop_trial","test","positive","red","happy",488,"b","false",51776,52264
"stroop_trial","test","neutral","blue","bottle",549,"b","true",53535,54084
"stroop_trial","test","negative","blue","sad",442,"b","true",55749,56191
"stroop_trial","test","neutral","green","window",606,"b","false",57779,58385
"stroop_trial","test","neutral","blue","door",508,"b","true",59767,60275
"stroop_trial","test","neutral","red","lamp",514,"r","true",61531,62045
"stroop_trial","test","neutral","blue","door",558,"b","true",63519,64077
"stroop_trial","test","negative","blue","bully",457,"b","true",65771,66228
"stroop_trial","test","positive","blue","happy",NA,"","",67640,68019
"stroop_trial","test","positive","green","smile",602,"g","true",69726,70328
"stroop_trial","test","positive","green","love",590,"g","true",71695,72285
"stroop_trial","test","negative","red","suffer",491,"r","true",73495,73986
"stroop_trial","test","neutral","red","paper",521,"r","true",75778,76299
"stroop_trial","test","negative","green","pain",732,"g","true",77598,78330
"stroop_trial","test","positive","blue","kind",615,"r","false",79504,80119
"stroop_trial","test","positive","red","beauty",NA,"r","true",81587,82217
"stroop_trial","test","neutral","green","bottle",702,"b","false",83751,84453
"stroop_trial","test","neutral","red","bottle",NA,"","",85726,86340
"stroop_trial","test","neutral","blue","lamp",384,"b","true",87598,87982
"stroop_trial","test","positive","red","smile",NA,"","",89554,90204
"stroop_trial","test","neutral","red","table",530,"g","false",91598,92128
"stroop_trial","test","positive","green","beauty",951,"g","true",93711,94662
"stroop_trial","test","neutral","red","floor",597,"r","true",95548,96145
"stroop_trial","test","negative","red","fear",577,"r","true",97536,98113
"stroop_trial","test","neutral","blue","window",528,"g","false",99771,100299
"stroop_trial","test","negative","red","anger",474,"b","false",101758,102232
"stroop_trial","test","negative","blue","bully",589,"r","false",103672,104261
"stroop_trial","test","negative","red","mean",771,"r","true",105540,106311
"stroop_trial","test","positive","red","happy",598,"r","true",107536,108134
"stroop_trial","test","positive","green","trust",691,"r","false",109614,110305
"stroop_trial","test","neutral","blue","lamp",328,"g","false",111543,111871
"stroop_trial","test","neutral","red","ceiling",623,"r","true",113537,114160
"stroop_trial","test","negative","blue","bully",550,"b","true",115680,116230
"stroop_trial","test","negative","green","mean",607,"g","true",117632,118239
"stroop_trial","test","neutral","red","paper",345,"r","true",119646,119991
"es_questionnaire","questionnaire",NA,NA,NA,NA,"{""q1"": 3, ""q2"": 0, ""q3"": 2, ""q4"": 3, ""q5"": 1, ""q6"": 0, ""q7"": 1, ""q8"": 3, ""q9"": 2}","",NA,NA
