"trialType","block","condition","color","word","rt","response","correct","stim_onset_ms","resp_time_ms"
"stroop_trial","practice","practice","green","pencil",585,"g","true",2237,2822
"stroop_trial","practice","practice","green","floor",556,"g","true",3969,4525
"stroop_trial","practice","practice","blue","lamp",NA,"","",5979,6775
"stroop_trial","practice","practice","green","door",568,"g","true",8189,8757
"stroop_trial","practice","practice","blue","paper",501,"g","false",10085,10586
"stroop_trial","practice","practice","red","bottle",447,"r","true",12258,12705
"stroop_trial","practice","practice","blue","lamp",NA,"","",14123,14577
"stroop_trial","practice","practice","green","pencil",428,"g","true",16074,16502
"stroop_trial","practice","practice","red","pencil",753,"r","true",18166,18919
"stroop_trial","practice","practice","red","paper",NA,"","",20265,20749
"stroop_trial","practice","practice","green","chair",680,"g","true",22005,22685
"stroop_trial","practice","practice","green","paper",277,"g","true",24255,24532
"stroop_trial","test","negative","green","suffer",499,"g","true",26053,26552
"stroop_trial","test","neutral","green","bottle",615,"g","true",28040,28655
"stroop_trial","test","positive","blue","joy",565,"g","false",29982,30547
"stroop_trial","test","neutral","red","lamp",438,"r","true",31979,32417
"stroop_trial","test","neutral","blue","lamp",385,"b","true",34023,34408
"stroop_trial","test","neutral","blue","lamp",572,"r","false",36020,36592
"stroop_trial","test","neutral","red","ceiling",491,"r","true",38048,38539
"stroop_trial","test","positive","red","smile",518,"r","true",40142,40660
"stroop_trial","test","neutral","blue","floor",541,"b","true",42038,42579
"stroop_trial","test","neutral","green","door",536,"r","false",43980,44516
"stroop_trial","test","neutral","green","chair",NA,"g","true",45981,46713
"stroop_trial","test","negative","blue","fear",504,"b","true",47987,48491
"stroop_trial","test","negative","blue","suffer",722,"g","false",50036,50758
"stroop_trial","test","positive","green","beauty",663,"r","false",51987,52650
"stroop_trial","test","negative","red","harsh",697,"r","true",54000,54697
"stroop_trial","test","neutral","blue","window",449,"b","true",55989,56438
"stroop_trial","test","negative","blue","harsh",544,"b","true",57999,58543
"stroop_trial","test","neutral","green","ceiling",411,"g","true",60152,60563
"stroop_trial","test","negative","blue","suffer",683,"r","false",62068,62751
"stroop_trial","test","negative","red","mean",766,"r","true",64239,65005
"stroop_trial","test","negative","red","fear",639,"r","true",65999,66638
"stroop_trial","test","positive","red","smile",772,"r","true",68162,68934
"stroop_trial","test","neutral","red","lamp",602,"r","true",70020,70622
"stroop_trial","test","neutral","green","pencil",372,"g","true",72092,72464
"stroop_trial","test","positive","red","happy",599,"b","false",74071,74670
"stroop_trial","test","positive","green","laugh",374,"g","true",76070,76444
"stroop_trial","test","negative","red","mean",NA,"r","true",78023,78549
"stroop_trial","test","neutral","blue","door",NA,"g","false",79983,80514
"stroop_trial","test","positive","blue","kind",738,"g","false",81983,82721
"stroop_trial","test","positive","red","joy",686,"b","false",84010,84696
"stroop_trial","test","neutral","blue","ceiling",528,"b","true",86113,86641
"stroop_trial","test","neutral","green","bottle",660,"g","true",88210,88870
"stroop_trial","test","neutral","blue","ceiling",656,"b","true",90017,90673
"stroop_trial","test","negative","blue","suffer",655,"b","true",92033,92688
"stroop_trial","test","neutral","red","ceiling",622,"r","true",94016,94638
"stroop_trial","test","neutral","green","floor",394,"r","false",96070,96464
"stroop_trial","test","neutral","green","bottle",658,"b","false",98116,98774
"stroop_trial","test","negative","red","sad",644,"g","false",100129,100773
"stroop_trial","test","neutral","green","floor",559,"g","true",102138,102697
"stroop_trial","test","neutral","blue","bottle",529,"g","false",104182,104711
"stroop_trial","test","neutral","blue","chair",688,"b","true",106099,106787
"stroop_trial","test","neutral","red","lamp",320,"r","true",107976,108296
"stroop_trial","test","positive","red","beauty",280,"g","false",110145,110425
"stroop_trial","test","negative","red","pain",499,"g","false",112097,112596
"stroop_trial","test","neutral","green","door",768,"b","false",114110,114878
"stroop_trial","test","positive","blue","happy",500,"b","true",115990,116490
"stroop_trial","test","positive","green","love",856,"g","true",118154,119010
"stroop_trial","test","positive","red","beauty",488,"r","true",120130,120618
"es_questionnaire","questionnaire",NA,NA,NA,NA,"{""q1"": 2, ""q2"": 1, ""q3"": 1, ""q4"": 2, ""q5"": 4, ""q6"": 2, ""q7"": 0, ""q8"": 2, ""q9"": 3}","",NA,NA
