"trialType","block","condition","color","word","rt","response","correct","stim_onset_ms","resp_time_ms"
"stroop_trial","practice","practice","green","paper",824,"g","true",1578,2402
"stroop_trial","practice","practice","blue","ceiling",500,"b","true",3313,3813
"stroop_trial","practice","practice","red","lamp",470,"r","true",5570,6040
"stroop_trial","practice","practice","blue","pencil",NA,"g","false",7452,7936
"stroop_trial","practice","practice","red","pencil",587,"g","false",9346,9933
"stroop_trial","practice","practice","blue","door",625,"g","false",11433,12058
"stroop_trial","practice","practice","green","door",718,"g","true",13565,14283
"stroop_trial","practice","practice","red","ceiling",348,"r","true",15487,15835
"stroop_trial","practice","practice","blue","door",471,"r","false",17385,17856
"stroop_trial","practice","practice","red","floor",577,"r","true",19482,20059
"stroop_trial","practice","practice","blue","ceiling",322,"b","true",21414,21736
"stroop_trial","practice","practice","red","floor",681,"r","true",23572,24253
"stroop_trial","test","negative","green","mean",479,"b","false",25577,26056
"stroop_trial","test","positive","blue","kind",472,"b","true",27557,28029
"stroop_trial","test","neutral","blue","pencil",341,"r","false",29468,29809
"stroop_trial","test","negative","red","sad",515,"r","true",31414,31929
"stroop_trial","test","negative","green","suffer",795,"b","false",33399,34194
"stroop_trial","test","negative","red","mean",593,"r","true",35422,36015
"stroop_trial","test","positive","green","joy",719,"g","true",37505,38224
"stroop_trial","test","neutral","green","ceiling",503,"g","true",39416,39919
"stroop_trial","test","negative","red","mean",619,"r","true",41402,42021
"stroop_trial","test","neutral","red","bottle",561,"g","false",43565,44126
"stroop_trial","test","positive","red","love",611,"r","true",45552,46163
"stroop_trial","test","neutral","blue","pencil",739,"b","true",47482,48221
"stroop_trial","test","positive","green","joy",756,"g","true",49314,50070
"stroop_trial","test","positive","green","trust",517,"g","true",51314,51831
"stroop_trial","test","negative","red","suffer",742,"g","false",53443,54185
"stroop_trial","test","neutral","green","ceiling",357,"g","true",55541,55898
"stroop_trial","test","neutral","blue","pencil",599,"b","true",57432,58031
"stroop_trial","test","positive","blue","peace",591,"b","true",59399,59990
"stroop_trial","test","neutral","green","chair",576,"g","true",61476,62052
"stroop_trial","test","negative","green","fear",550,"g","true",63528,64078
"stroop_trial","test","neutral","blue","chair",707,"b","true",65478,66185
"stroop_trial","test","positive","green","joy",566,"b","false",67486,68052
"stroop_trial","test","negative","green","mean",588,"g","true",69341,69929
"stroop_trial","test","neutral","green","window",135,"g","true",71412,71547
"stroop_trial","test","neutral","green","window",463,"g","true",73352,73815
"stroop_trial","test","neutral","blue","bottle",629,"b","true",75416,76045
"stroop_trial","test","positive","green","happy",597,"g","true",77540,78137
"stroop_trial","test","neutral","green","bottle",381,"g","true",79400,79781
"stroop_trial","test","neutral","red","paper",581,"b","false",81472,82053
"stroop_trial","test","positive","green","laugh",NA,"b","false",83404,83967
"stroop_trial","test","positive","blue","happy",545,"b","true",85547,86092
"stroop_trial","test","negative","green","fear",533,"g","true",87300,87833
"stroop_trial","test","neutral","blue","paper",554,"b","true",89545,90099
"stroop_trial","test","neutral","blue","paper",595,"g","false",91476,92071
"stroop_trial","test","negative","green","harsh",503,"r","false",93343,93846
"stroop_trial","test","positive","blue","kind",362,"b","true",95361,95723
"stroop_trial","test","neutral","green","pencil",463,"g","true",97498,97961
"stroop_trial","test","negative","red","grim",975,"r","true",99402,100377
"stroop_trial","test","neutral","red","pencil",779,"r","true",101544,102323
"stroop_trial","test","neutral","red","ceiling",559,"r","true",103391,103950
"stroop_trial","test","neutral","green","table",699,"g","true",105522,106221
"stroop_trial","test","negative","blue","sad",434,"b","true",107470,107904
"stroop_trial","test","neutral","red","pencil",575,"r","true",109344,109919
"stroop_trial","test","neutral","blue","table",575,"b","true",111502,112077
"stroop_trial","test","neutral","red","window",592,"r","true",113537,114129
"stroop_trial","test","positive","red","smile",803,"r","true",115505,116308
"stroop_trial","test","neutral","green","door",494,"g","true",117343,117837
"stroop_trial","test","neutral","green","ceiling",468,"g","true",119381,119849
"es_questionnaire","questionnaire",NA,NA,NA,NA,"{""q1"": 3, ""q2"": 0, ""q3"": 3, ""q4"": 2, ""q5"": 2, ""q6"": 1, ""q7"": 3, ""q8"": 2, ""q9"": 4}","",NA,NA
