"trialType","block","condition","color","word","rt","response","correct","stim_onset_ms","resp_time_ms"
"stroop_trial","practice","practice","red","pencil",501,"r","true",1371,1872
"stroop_trial","practice","practice","green","door",543,"g","true",3103,3646
"stroop_trial","practice","practice","green","chair",502,"g","true",5249,5751
"stroop_trial","practice","practice","green","chair",566,"r","false",7144,7710
"stroop_trial","practice","practice","green","lamp",570,"g","true",9283,9853
"stroop_trial","practice","practice","red","paper",442,"r","true",11317,11759
"stroop_trial","practice","practice","green","pencil",397,"b","false",13365,13762
"stroop_trial","practice","practice","red","paper",335,"r","true",15240,15575
"stroop_trial","practice","practice","green","floor",785,"g","true",17299,18084
"stroop_trial","practice","practice","blue","pencil",625,"b","true",19241,19866
"stroop_trial","practice","practice","blue","floor",466,"r","false",21382,21848
"stroop_trial","practice","practice","green","pencil",433,"g","true",23211,23644
"stroop_trial","test","neutral","red","table",605,"r","true",25301,25906
"stroop_trial","test","negative","red","hate",413,"r","true",27283,27696
"stroop_trial","test","positive","green","laugh",673,"g","true",29272,29945
"stroop_trial","test","negative","blue","grim",652,"g","false",31312,31964
"stroop_trial","test","neutral","green","ceiling",NA,"r","false",33341,33853
"stroop_trial","test","neutral","red","chair",NA,"","",35308,35732
"stroop_trial","test","positive","red","friend",535,"b","false",37175,37710
"stroop_trial","test","neutral","red","paper",739,"r","true",39095,39834
"stroop_trial","test","positive","red","peace",713,"r","true",41085,41798
"stroop_trial","test","neutral","blue","door",441,"b","true",43334,43775
"stroop_trial","test","neutral","red","paper",406,"r","true",45322,45728
"stroop_trial","test","positive","red","happy",636,"r","true",47204,47840
"stroop_trial","test","negative","blue","anger",NA,"","",49312,49963
"stroop_trial","test","neutral","red","table",410,"r","true",51318,51728
"stroop_trial","test","neutral","green","bottle",501,"g","true",53175,53676
"stroop_trial","test","positive","blue","friend",393,"b","true",55326,55719
"stroop_trial","test","neutral","red","bottle",601,"r","true",57288,57889
"stroop_trial","test","neutral","red","chair",753,"r","true",59138,59891
"stroop_trial","test","negative","blue","anger",665,"g","false",61118,61783
"stroop_trial","test","negative","green","suffer",520,"g","true",63149,63669
"stroop_trial","test","neutral","red","table",656,"r","true",65267,65923
"stroop_trial","test","negative","red","fear",634,"r","true",67304,67938
"stroop_trial","test","neutral","blue","pencil",670,"b","true",69271,69941
"stroop_trial","test","neutral","red","window",596,"r","true",71130,71726
"stroop_trial","test","positive","blue","love",651,"b","true",73310,73961
"stroop_trial","test","negative","red","fear",237,"r","true",75342,75579
"stroop_trial","test","neutral","blue","bottle",643,"b","true",77345,77988
"stroop_trial","test","neutral","green","door",596,"g","true",79104,79700
"stroop_trial","test","positive","blue","smile",NA,"b","true",81104,81802
"stroop_trial","test","positive","green","joy",802,"b","false",83150,83952
"stroop_trial","test","negative","red","hate",741,"r","true",85126,85867
"stroop_trial","test","neutral","green","ceiling",398,"r","false",87244,87642
"stroop_trial","test","positive","green","beauty",319,"r","false",89345,89664
"stroop_trial","test","positive","blue","beauty",626,"r","false",91124,91750
"stroop_trial","test","neutral","red","window",516,"r","true",93111,93627
"stroop_trial","test","neutral","red","window",322,"r","true",95342,95664
"stroop_trial","test","negative","green","grim",513,"g","true",97277,97790
"stroop_trial","test","positive","blue","kind",424,"b","true",99153,99577
"stroop_trial","test","negative","red","anger",570,"r","true",101097,101667
"stroop_trial","test","neutral","green","table",472,"r","false",103117,103589
"stroop_trial","test","neutral","green","chair",682,"g","true",105140,105822
"stroop_trial","test","neutral","red","ceiling",389,"r","true",107183,107572
"stroop_trial","test","neutral","red","paper",588,"r","true",109151,109739
"stroop_trial","test","positive","blue","happy",459,"b","true",111335,111794
"stroop_trial","test","neutral","red","bottle",513,"g","false",113231,113744
"stroop_trial","test","negative","green","anger",568,"b","false",115168,115736
"stroop_trial","test","negative","red","suffer",810,"r","true",117197,118007
"stroop_trial","test","neutral","blue","ceiling",448,"b","true",119117,119565
"es_questionnaire","questionnaire",NA,NA,NA,NA,"{""q1"": 4, ""q2"": 3, ""q3"": 2, ""q4"": 2, ""q5"": 3, ""q6"": 2, ""q7"": 1, ""q8"": 2, ""q9"": 2}","",NA,NA
