"trialType","block","condition","color","word","rt","response","correct","stim_onset_ms","resp_time_ms"
"stroop_trial","practice","practice","blue","floor",354,"b","true",2313,2667
"stroop_trial","practice","practice","red","door",556,"r","true",4361,4917
"stroop_trial","practice","practice","red","ceiling",590,"r","true",6182,6772
"stroop_trial","practice","practice","green","paper",415,"g","true",8141,8556
"stroop_trial","practice","practice","green","paper",494,"g","true",10102,10596
"stroop_trial","practice","practice","green","floor",829,"g","true",12339,13168
"stroop_trial","practice","practice","green","table",657,"b","false",14255,14912
"stroop_trial","practice","practice","red","door",452,"g","false",16337,16789
"stroop_trial","practice","practice","green","floor",394,"b","false",18173,18567
"stroop_trial","practice","practice","red","door",661,"b","false",20339,21000
"stroop_trial","practice","practice","red","window",282,"r","true",22155,22437
"stroop_trial","practice","practice","green","paper",490,"r","false",24256,24746
"stroop_trial","test","positive","green","laugh",515,"r","false",26191,26706
"stroop_trial","test","neutral","green","paper",829,"g","true",28157,28986
"stroop_trial","test","neutral","red","table",664,"b","false",30147,30811
"stroop_trial","test","neutral","red","window",600,"r","true",32304,32904
"stroop_trial","test","negative","red","hate",714,"r","true",34159,34873
"stroop_trial","test","negative","blue","grim",604,"b","true",36091,36695
"stroop_trial","test","neutral","green","floor",721,"g","true",38233,38954
"stroop_trial","test","negative","blue","hate",516,"g","false",40264,40780
"stroop_trial","test","neutral","blue","paper",479,"b","true",42254,42733
"stroop_trial","test","negative","blue","hate",568,"b","true",44288,44856
"stroop_trial","test","neutral","green","floor",594,"g","true",46131,46725
"stroop_trial","test","positive","blue","peace",639,"b","true",48278,48917
"stroop_trial","test","neutral","red","paper",359,"r","true",50147,50506
"stroop_trial","test","neutral","blue","lamp",417,"b","true",52197,52614
"stroop_trial","test","neutral","red","ceiling",409,"r","true",54261,54670
"stroop_trial","test","neutral","blue","pencil",695,"b","true",56121,56816
"stroop_trial","test","negative","red","harsh",459,"r","true",58255,58714
"stroop_trial","test","neutral","blue","lamp",639,"b","true",60251,60890
"stroop_trial","test","positive","red","laugh",718,"r","true",62336,63054
"stroop_trial","test","negative","green","pain",687,"b","false",64335,65022
"stroop_trial","test","negative","green","sad",NA,"g","true",66223,66659
"stroop_trial","test","neutral","blue","ceiling",NA,"","",68300,68861
"stroop_trial","test","positive","green","love",617,"r","false",70114,70731
"stroop_trial","test","neutral","green","paper",782,"g","true",72209,72991
"stroop_trial","test","negative","blue","bully",553,"b","true",74271,74824
"stroop_trial","test","positive","blue","kind",NA,"","",76217,76928
"stroop_trial","test","positive","blue","happy",679,"b","true",78297,78976
"stroop_trial","test","neutral","green","floor",747,"g","true",80126,80873
"stroop_trial","test","negative","blue","bully",657,"b","true",82299,82956
"stroop_trial","test","neutral","red","bottle",599,"r","true",84313,84912
"stroop_trial","test","neutral","blue","table",411,"b","true",86158,86569
"stroop_trial","test","positive","blue","love",741,"b","true",88333,89074
"stroop_trial","test","positive","green","happy",620,"g","true",90145,90765
"stroop_trial","test","positive","blue","trust",931,"r","false",92072,93003
"stroop_trial","test","neutral","blue","paper",514,"b","true",94135,94649
"stroop_trial","test","positive","red","kind",596,"r","true",96256,96852
"stroop_trial","test","positive","green","beauty",590,"b","false",98319,98909
"stroop_trial","test","neutral","red","paper",578,"g","false",100335,100913
"stroop_trial","test","neutral","green","window",421,"g","true",102190,102611
"stroop_trial","test","negative","green","grim",829,"r","false",104258,105087
"stroop_trial","test","neutral","green","table",512,"g","true",106336,106848
"stroop_trial","test","neutral","blue","ceiling",572,"b","true",108243,108815
"stroop_trial","test","neutral","red","chair",568,"r","true",110264,110832
"stroop_trial","test","neutral","blue","pencil",583,"b","true",112198,112781
"stroop_trial","test","positive","red","trust",605,"r","true",114078,114683
"stroop_trial","test","negative","red","grim",668,"b","false",116353,117021
"stroop_trial","test","negative","red","suffer",537,"r","true",118171,118708
"stroop_trial","test","neutral","green","table",500,"r","false",120069,120569
"es_questionnaire","questionnaire",NA,NA,NA,NA,"{""q1"": 3, ""q2"": 2, ""q3"": 4, ""q4"": 3, ""q5"": 2, ""q6"": 1, ""q7"": 4, ""q8"": 1, ""q9"": 3}","",NA,NA
