"trialType","block","condition","color","word","rt","response","correct","stim_onset_ms","resp_time_ms"
"stroop_trial","practice","practice","red","window",498,"r","true",1948,2446
"stroop_trial","practice","practice","green","bottle",NA,"g","true",3921,4552
"stroop_trial","practice","practice","green","floor",325,"g","true",6112,6437
"stroop_trial","practice","practice","red","paper",624,"r","true",7993,8617
"stroop_trial","practice","practice","green","ceiling",NA,"g","true",10157,10548
"stroop_trial","practice","practice","green","window",530,"r","false",12125,12655
"stroop_trial","practice","practice","red","ceiling",880,"b","false",14194,15074
"stroop_trial","practice","practice","red","window",384,"r","true",15966,16350
"stroop_trial","practice","practice","green","floor",618,"g","true",17956,18574
"stroop_trial","practice","practice","red","floor",553,"r","true",20155,20708
"stroop_trial","practice","practice","red","chair",582,"b","false",22022,22604
"stroop_trial","practice","practice","green","ceiling",567,"g","true",23991,24558
"stroop_trial","test","positive","blue","smile",671,"g","false",25921,26592
"stroop_trial","test","positive","green","laugh",461,"g","true",28132,28593
"stroop_trial","test","neutral","red","lamp",382,"r","true",29916,30298
"stroop_trial","test","neutral","green","chair",615,"b","false",31918,32533
"stroop_trial","test","neutral","blue","table",248,"b","true",33976,34224
"stroop_trial","test","neutral","red","paper",NA,"r","true",35959,36610
"stroop_trial","test","neutral","blue","table",302,"b","true",38025,38327
"stroop_trial","test","neutral","red","pencil",644,"r","true",39976,40620
"stroop_trial","test","neutral","blue","table",420,"b","true",41980,42400
"stroop_trial","test","neutral","blue","paper",440,"b","true",44155,44595
"stroop_trial","test","neutral","blue","pencil",NA,"","",45923,46580
"stroop_trial","test","neutral","green","chair",510,"g","true",48055,48565
"stroop_trial","test","negative","blue","hate",412,"r","false",50205,50617
"stroop_trial","test","negative","red","bully",357,"r","true",52038,52395
"stroop_trial","test","positive","blue","trust",580,"b","true",54144,54724
"stroop_trial","test","negative","blue","suffer",149,"r","false",56009,56158
"stroop_trial","test","positive","green","love",201,"r","false",57939,58140
"stroop_trial","test","negative","green","mean",564,"g","true",60101,60665
"stroop_trial","test","neutral","green","ceiling",457,"g","true",61988,62445
"stroop_trial","test","neutral","red","bottle",530,"r","true",63957,64487
"stroop_trial","test","neutral","blue","ceiling",478,"b","true",66064,66542
"stroop_trial","test","negative","green","pain",283,"g","true",68199,68482
"stroop_trial","test","neutral","green","bottle",677,"r","false",70169,70846
"stroop_trial","test","positive","red","friend",729,"b","false",72149,72878
"stroop_trial","test","neutral","blue","pencil",495,"b","true",74044,74539
"stroop_trial","test","neutral","green","pencil",246,"b","false",75940,76186
"stroop_trial","test","negative","red","suffer",573,"r","true",77930,78503
"stroop_trial","test","negative","red","mean",648,"g","false",79919,80567
"stroop_trial","test","negative","blue","harsh",633,"b","true",81945,82578
"stroop_trial","test","neutral","red","door",393,"r","true",83921,84314
"stroop_trial","test","positive","red","kind",475,"r","true",85954,86429
"stroop_trial","test","positive","blue","laugh",546,"b","true",88113,88659
"stroop_trial","test","neutral","blue","paper",654,"g","false",90073,90727
"stroop_trial","test","neutral","green","paper",553,"g","true",92073,92626
"stroop_trial","test","positive","red","happy",666,"r","true",93998,94664
"stroop_trial","test","neutral","green","ceiling",504,"g","true",96163,96667
"stroop_trial","test","neutral","blue","pencil",349,"b","true",97944,98293
"stroop_trial","test","neutral","blue","paper",437,"r","false",100075,100512
"stroop_trial","test","neutral","blue","bottle",517,"r","false",102102,102619
"stroop_trial","test","negative","green","pain",525,"g","true",104208,104733
"stroop_trial","test","positive","blue","kind",650,"b","true",106138,106788
"stroop_trial","test","negative","blue","hate",511,"g","false",108154,108665
"stroop_trial","test","positive","red","trust",657,"r","true",109999,110656
"stroop_trial","test","positive","green","smile",588,"g","true",111988,112576
"stroop_trial","test","neutral","red","lamp",652,"r","true",113973,114625
"stroop_trial","test","negative","blue","bully",600,"b","true",116099,116699
"stroop_trial","test","negative","green","anger",445,"g","true",117997,118442
"stroop_trial","test","positive","green","smile",345,"b","false",120127,120472
"es_questionnaire","questionnaire",NA,NA,NA,NA,"{""q1"": 0, ""q2"": 2, ""q3"": 2, ""q4"": 2, ""q5"": 1, ""q6"": 2, ""q7"": 2, ""q8"": 3, ""q9"": 2}","",NA,NA
