"trialType","block","condition","color","word","rt","response","correct","stim_onset_ms","resp_time_ms"
"stroop_trial","practice","practice","green","lamp",726,"b","false",2210,2936
"stroop_trial","practice","practice","blue","bottle",480,"b","true",4333,4813
"stroop_trial","practice","practice","blue","table",575,"b","true",6238,6813
"stroop_trial","practice","practice","green","table",660,"g","true",8339,8999
"stroop_trial","practice","practice","red","window",357,"r","true",10326,10683
"stroop_trial","practice","practice","red","chair",368,"r","true",12157,12525
"stroop_trial","practice","practice","green","lamp",NA,"","",14282,14782
"stroop_trial","practice","practice","green","table",318,"g","true",16214,16532
"stroop_trial","practice","practice","blue","door",NA,"b","true",18274,18800
"stroop_trial","practice","practice","blue","lamp",564,"b","true",20342,20906
"stroop_trial","practice","practice","blue","floor",467,"g","false",22414,22881
"stroop_trial","practice","practice","green","floor",520,"g","true",24420,24940
"stroop_trial","test","positive","red","happy",484,"r","true",26334,26818
"stroop_trial","test","negative","blue","fear",647,"b","true",28402,29049
"stroop_trial","test","positive","blue","friend",698,"b","true",30174,30872
"stroop_trial","test","neutral","red","lamp",355,"r","true",32332,32687
"stroop_trial","test","neutral","green","floor",665,"g","true",34203,34868
"stroop_trial","test","positive","blue","trust",669,"g","false",36334,37003
"stroop_trial","test","positive","red","happy",NA,"","",38433,38946
"stroop_trial","test","neutral","red","chair",557,"r","true",40319,40876
"stroop_trial","test","neutral","red","table",398,"r","true",42209,42607
"stroop_trial","test","neutral","red","paper",588,"r","true",44169,44757
"stroop_trial","test","neutral","red","paper",441,"r","true",46276,46717
"stroop_trial","test","neutral","green","table",507,"g","true",48282,48789
"stroop_trial","test","neutral","red","paper",365,"r","true",50333,50698
"stroop_trial","test","neutral","green","window",684,"g","true",52250,52934
"stroop_trial","test","positive","red","peace",457,"r","true",54380,54837
"stroop_trial","test","neutral","green","bottle",NA,"","",56162,56706
"stroop_trial","test","positive","green","trust",602,"g","true",58449,59051
"stroop_trial","test","positive","blue","smile",NA,"r","false",60377,61014
"stroop_trial","test","neutral","green","table",683,"g","true",62210,62893
"stroop_trial","test","neutral","blue","door",727,"r","false",64162,64889
"stroop_trial","test","negative","green","suffer",456,"g","true",66401,66857
"stroop_trial","test","neutral","green","floor",NA,"b","false",68208,68900
"stroop_trial","test","neutral","blue","floor",489,"g","false",70189,70678
"stroop_trial","test","neutral","blue","table",492,"b","true",72284,72776
"stroop_trial","test","positive","green","friend",553,"g","true",74246,74799
"stroop_trial","test","negative","blue","hate",653,"g","false",76228,76881
"stroop_trial","test","neutral","blue","table",244,"b","true",78435,78679
"stroop_trial","test","neutral","red","chair",753,"b","false",80300,81053
"stroop_trial","test","neutral","red","ceiling",660,"g","false",82346,83006
"stroop_trial","test","negative","blue","suffer",636,"b","true",84225,84861
"stroop_trial","test","negative","red","harsh",727,"r","true",86280,87007
"stroop_trial","test","neutral","red","ceiling",480,"b","false",88427,88907
"stroop_trial","test","negative","red","mean",819,"r","true",90289,91108
"stroop_trial","test","negative","blue","pain",816,"g","false",92379,93195
"stroop_trial","test","negative","red","mean",597,"r","true",94159,94756
"stroop_trial","test","neutral","red","pencil",NA,"g","false",96164,96876
"stroop_trial","test","positive","green","joy",423,"r","false",98327,98750
"stroop_trial","test","neutral","red","table",470,"r","true",100229,100699
"stroop_trial","test","positive","blue","smile",423,"b","true",102401,102824
"stroop_trial","test","neutral","blue","pencil",NA,"g","false",104408,105007
"stroop_trial","test","negative","green","grim",NA,"","",106399,106971
"stroop_trial","test","negative","red","sad",NA,"r","true",108168,108562
"stroop_trial","test","positive","blue","kind",590,"b","true",110170,110760
"stroop_trial","test","neutral","green","floor",545,"g","true",112190,112735
"stroop_trial","test","negative","red","harsh",753,"r","true",114245,114998
"stroop_trial","test","negative","blue","hate",627,"b","true",116352,116979
"stroop_trial","test","positive","blue","friend",607,"b","true",118395,119002
"stroop_trial","test","neutral","green","floor",608,"g","true",120233,120841
"es_questionnaire","questionnaire",NA,NA,NA,NA,"{""q1"": 2, ""q2"": 1, ""q3"": 3, ""q4"": 2, ""q5"": 2, ""q6"": 3, ""q7"": 2, ""q8"": 4, ""q9"": 2}","",NA,NA
